cluster_pair,start_year,weights,normalized_weights
"('Cluster_4', 'Cluster_7')",2021,"[256072.0, 268108.0, 372987.0, 627393.0]","[-0.8378684211242021, -0.7572356108397896, -0.05461941693659145, 1.6497234489005832]"
"('Cluster_4', 'Cluster_8')",1987,"[0.0, 4.0, 4.0, 53.0]","[-0.6977468832397489, -0.5147313073080114, -0.5147313073080114, 1.7272094978557717]"
"('Cluster_4', 'Cluster_8')",1988,"[4.0, 4.0, 53.0, 801.0]","[-0.6245755686366699, -0.6245755686366699, -0.47987484587923807, 1.7290259831525778]"
"('Cluster_4', 'Cluster_8')",1989,"[4.0, 53.0, 801.0, 1417.0]","[-0.9691053699817475, -0.8850218584649602, 0.39853868468926223, 1.4555885437574454]"
"('Cluster_4', 'Cluster_8')",1990,"[53.0, 801.0, 1417.0, 2021.0]","[-1.3973179613993725, -0.37261812303983266, 0.47125233207978834, 1.2986837523594168]"
"('Cluster_4', 'Cluster_8')",1991,"[801.0, 1417.0, 2021.0, 2086.0]","[-1.4988735914581295, -0.315527058503041, 0.8447672692646105, 0.9696333806965598]"
"('Cluster_4', 'Cluster_8')",1992,"[1417.0, 2021.0, 2086.0, 2143.0]","[-1.7129882152634919, 0.3573367112380571, 0.5801365791562701, 0.7755149248691647]"
"('Cluster_4', 'Cluster_8')",1993,"[2021.0, 2086.0, 2143.0, 2435.0]","[-0.9492930950259302, -0.5386172136503198, -0.17848605613632298, 1.666396364812573]"
"('Cluster_4', 'Cluster_8')",1994,"[2086.0, 2143.0, 2435.0, 2189.0]","[-0.9558706514838434, -0.5277006936482515, 1.6657313710533774, -0.18216002592128255]"
"('Cluster_4', 'Cluster_8')",1995,"[2143.0, 2435.0, 2189.0, 2357.0]","[-1.1560367868850796, 1.2900700375384222, -0.7706911912567197, 0.6366579406033772]"
"('Cluster_4', 'Cluster_8')",1996,"[2435.0, 2189.0, 2357.0, 3117.0]","[-0.25322451256244016, -0.949238256588812, -0.4739117972537288, 1.676374566404981]"
"('Cluster_4', 'Cluster_8')",1997,"[2189.0, 2357.0, 3117.0, 3083.0]","[-1.1904273175454585, -0.7884337711180474, 1.030108462720241, 0.9487526259432649]"
"('Cluster_4', 'Cluster_8')",1998,"[2357.0, 3117.0, 3083.0, 7890.0]","[-0.7967462733875115, -0.45166739162400743, -0.4671051310713221, 1.715518796082841]"
"('Cluster_4', 'Cluster_8')",1999,"[3117.0, 3083.0, 7890.0, 10376.0]","[-0.9546574920734655, -0.965478747192818, 0.56445576335799, 1.3556804759082934]"
"('Cluster_4', 'Cluster_8')",2000,"[3083.0, 7890.0, 10376.0, 11385.0]","[-1.5900696144139577, -0.09149797702783974, 0.683507034526537, 0.9980605569152604]"
"('Cluster_4', 'Cluster_8')",2001,"[7890.0, 10376.0, 11385.0, 20635.0]","[-0.9700404585327206, -0.45492338496391926, -0.2458513305669279, 1.6708151740635677]"
"('Cluster_4', 'Cluster_8')",2002,"[10376.0, 11385.0, 20635.0, 15541.0]","[-1.015765299442251, -0.7662899298475985, 1.5207736665354896, 0.2612815627543598]"
"('Cluster_4', 'Cluster_8')",2003,"[11385.0, 20635.0, 15541.0, 25377.0]","[-1.3005544563878515, 0.4557969154769016, -0.5114305319046175, 1.3561880728155675]"
"('Cluster_4', 'Cluster_8')",2004,"[20635.0, 15541.0, 25377.0, 24852.0]","[-0.24447548954136417, -1.5333325593718523, 0.9553203928960473, 0.822487656017169]"
"('Cluster_4', 'Cluster_8')",2005,"[15541.0, 25377.0, 24852.0, 30655.0]","[-1.574187437421396, 0.23354819603668767, 0.13705966334397782, 1.2035795780407306]"
"('Cluster_4', 'Cluster_8')",2006,"[25377.0, 24852.0, 30655.0, 38391.0]","[-0.8157881792123168, -0.9122116145894692, 0.1535887577793212, 1.5744110360224648]"
"('Cluster_4', 'Cluster_8')",2007,"[24852.0, 30655.0, 38391.0, 44893.0]","[-1.2959819779975983, -0.5321413951755621, 0.48613721049586167, 1.3419861626772989]"
"('Cluster_4', 'Cluster_8')",2008,"[30655.0, 38391.0, 44893.0, 27168.0]","[-0.6718624844973606, 0.4527176377661936, 1.3979115305993928, -1.1787666838682258]"
"('Cluster_4', 'Cluster_8')",2009,"[38391.0, 44893.0, 27168.0, 28175.0]","[0.507205341661503, 1.390340946262987, -1.017161144103255, -0.880385143821235]"
"('Cluster_4', 'Cluster_8')",2010,"[44893.0, 27168.0, 28175.0, 38279.0]","[1.3968106796089963, -1.0152963224680633, -0.8782587060454061, 0.49674434890447317]"
"('Cluster_4', 'Cluster_8')",2011,"[27168.0, 28175.0, 38279.0, 39144.0]","[-1.0872905891804967, -0.905518924317085, 0.9183349999926582, 1.0744745135049234]"
"('Cluster_4', 'Cluster_8')",2012,"[28175.0, 38279.0, 39144.0, 30516.0]","[-1.2283329951726183, 0.8919500121262859, 1.0734667185112376, -0.737083735464905]"
"('Cluster_4', 'Cluster_8')",2013,"[38279.0, 39144.0, 30516.0, 29808.0]","[0.8950077509159048, 1.0964995082305662, -0.9132934190652701, -1.078213840081201]"
"('Cluster_4', 'Cluster_8')",2014,"[39144.0, 30516.0, 29808.0, 14419.0]","[1.198181856653149, 0.22950954676504018, 0.15002183287992416, -1.5777132362981134]"
"('Cluster_4', 'Cluster_8')",2015,"[30516.0, 29808.0, 14419.0, 35373.0]","[0.3797197515187034, 0.28971587335491295, -1.666597235490526, 0.9971616106169098]"
"('Cluster_4', 'Cluster_8')",2016,"[29808.0, 14419.0, 35373.0, 54387.0]","[-0.25802864347035354, -1.334491617205432, 0.13124398300542212, 1.4612762776703634]"
"('Cluster_4', 'Cluster_8')",2017,"[14419.0, 35373.0, 54387.0, 130716.0]","[-1.0091530658603192, -0.5318725633851416, -0.09878048196569757, 1.6398061112111584]"
"('Cluster_4', 'Cluster_8')",2018,"[35373.0, 54387.0, 130716.0, 193868.0]","[-1.0798783467694026, -0.778868174434607, 0.4294943712760602, 1.4292521499279496]"
"('Cluster_4', 'Cluster_8')",2019,"[54387.0, 130716.0, 193868.0, 178799.0]","[-1.5645634601427512, -0.16052063693630297, 1.0011363004156026, 0.7239477966634513]"
"('Cluster_4', 'Cluster_8')",2020,"[130716.0, 193868.0, 178799.0, 242699.0]","[-1.3968844585556932, 0.18392080493934998, -0.19328268054973677, 1.40624633416608]"
"('Cluster_4', 'Cluster_8')",2021,"[193868.0, 178799.0, 242699.0, 219237.0]","[-0.6059052806650583, -1.2235431812141284, 1.3955464627626168, 0.4339019991165699]"
"('Cluster_4', 'Cluster_9')",1987,"[0.0, 6.0, 4.0, 66.0]","[-0.6979824404521128, -0.4775669329409193, -0.5510387687779837, 1.7265881421710159]"
"('Cluster_4', 'Cluster_9')",1988,"[6.0, 4.0, 66.0, 517.0]","[-0.6636323292636721, -0.6729628365292423, -0.38371711129656966, 1.720312277089484]"
"('Cluster_4', 'Cluster_9')",1989,"[4.0, 66.0, 517.0, 865.0]","[-1.02278579648694, -0.8461486951437915, 0.4387437678523364, 1.4301907237783953]"
"('Cluster_4', 'Cluster_9')",1990,"[66.0, 517.0, 865.0, 2018.0]","[-1.1077250762367914, -0.4836351207304917, -0.0020756872134355866, 1.5934358841807188]"
"('Cluster_4', 'Cluster_9')",1991,"[517.0, 865.0, 2018.0, 2533.0]","[-1.1752542740284608, -0.7519802896953127, 0.6504188595464109, 1.276815704177363]"
"('Cluster_4', 'Cluster_9')",1992,"[865.0, 2018.0, 2533.0, 3651.0]","[-1.3993353001578754, -0.24832149521260674, 0.26579134914716196, 1.3818654462233202]"
"('Cluster_4', 'Cluster_9')",1993,"[2018.0, 2533.0, 3651.0, 4787.0]","[-1.1519231525665992, -0.6693195946477066, 0.37835181846553945, 1.4428909287487663]"
"('Cluster_4', 'Cluster_9')",1994,"[2533.0, 3651.0, 4787.0, 4787.0]","[-1.5040443293838484, -0.30850820407198026, 0.9062762667279143, 0.9062762667279143]"
"('Cluster_4', 'Cluster_9')",1995,"[3651.0, 4787.0, 4787.0, 6436.0]","[-1.2732091443996678, -0.1291588473555526, -0.1291588473555526, 1.531526839110773]"
"('Cluster_4', 'Cluster_9')",1996,"[4787.0, 4787.0, 6436.0, 8139.0]","[-0.900965274157974, -0.900965274157974, 0.28735045236592055, 1.5145800959500275]"
"('Cluster_4', 'Cluster_9')",1997,"[4787.0, 6436.0, 8139.0, 7276.0]","[-1.5131836833779766, -0.1806123114739534, 1.1955969343432398, 0.4981990605086903]"
"('Cluster_4', 'Cluster_9')",1998,"[6436.0, 8139.0, 7276.0, 28350.0]","[-0.6688204616095554, -0.4825341229545981, -0.5769352446570222, 1.7282898292211757]"
"('Cluster_4', 'Cluster_9')",1999,"[8139.0, 7276.0, 28350.0, 40306.0]","[-0.9219731295876086, -0.9837541883731356, 0.5249063363617388, 1.3808209815990053]"
"('Cluster_4', 'Cluster_9')",2000,"[7276.0, 28350.0, 40306.0, 31791.0]","[-1.6171918428201078, 0.11677581871671927, 1.1005148982144086, 0.39990112588897997]"
"('Cluster_4', 'Cluster_9')",2001,"[28350.0, 40306.0, 31791.0, 38321.0]","[-1.3129885907454204, 1.1622702536179108, -0.6005960109984965, 0.7513143481260062]"
"('Cluster_4', 'Cluster_9')",2002,"[40306.0, 31791.0, 38321.0, 27973.0]","[1.1519960714055422, -0.5664371696084625, 0.7513983047099698, -1.3369572065070496]"
"('Cluster_4', 'Cluster_9')",2003,"[31791.0, 38321.0, 27973.0, 26856.0]","[0.12400870074557288, 1.5810969884083546, -0.7279305155326048, -0.9771751736213226]"
"('Cluster_4', 'Cluster_9')",2004,"[38321.0, 27973.0, 26856.0, 27216.0]","[1.72584931402796, -0.4442811558136258, -0.6785327730162787, -0.6030353851980557]"
"('Cluster_4', 'Cluster_9')",2005,"[27973.0, 26856.0, 27216.0, 34839.0]","[-0.3818251454330012, -0.7235708885809679, -0.6134290197060637, 1.7188250537200327]"
"('Cluster_4', 'Cluster_9')",2006,"[26856.0, 27216.0, 34839.0, 27327.0]","[-0.6594669298654161, -0.5517255662386633, 1.7296978085578272, -0.5185053124537479]"
"('Cluster_4', 'Cluster_9')",2007,"[27216.0, 34839.0, 27327.0, 46550.0]","[-0.8581014736207725, 0.10854660284016274, -0.8440259211496766, 1.5935807919302865]"
"('Cluster_4', 'Cluster_9')",2008,"[34839.0, 27327.0, 46550.0, 56109.0]","[-0.5789467351842653, -1.2619806783629062, 0.4858842696832884, 1.3550431438638832]"
"('Cluster_4', 'Cluster_9')",2009,"[27327.0, 46550.0, 56109.0, 42885.0]","[-1.532791752884857, 0.3214225457294693, 1.243465644124847, -0.03209643696945935]"
"('Cluster_4', 'Cluster_9')",2010,"[46550.0, 56109.0, 42885.0, 79774.0]","[-0.6805090579053714, -0.015343550004410695, -0.9355390387043065, 1.6313916466140888]"
"('Cluster_4', 'Cluster_9')",2011,"[56109.0, 42885.0, 79774.0, 56800.0]","[-0.2097164228862644, -1.2062273737479103, 1.573589055950763, -0.15764525931658827]"
"('Cluster_4', 'Cluster_9')",2012,"[42885.0, 79774.0, 56800.0, 69111.0]","[-1.3981686035065177, 1.2801147466039293, -0.38788605811935983, 0.5059399150219483]"
"('Cluster_4', 'Cluster_9')",2013,"[79774.0, 56800.0, 69111.0, 55289.0]","[1.459490071520597, -0.8480922486414204, 0.38846411696816413, -0.9998619398473405]"
"('Cluster_4', 'Cluster_9')",2014,"[56800.0, 69111.0, 55289.0, 66337.0]","[-0.8551306375493911, 1.2154821920460366, -1.1092688867183207, 0.748917332221675]"
"('Cluster_4', 'Cluster_9')",2015,"[69111.0, 55289.0, 66337.0, 173347.0]","[-0.45825955607557683, -0.7473541970649252, -0.516279273490166, 1.721893026630668]"
"('Cluster_4', 'Cluster_9')",2016,"[55289.0, 66337.0, 173347.0, 276390.0]","[-0.974540831555986, -0.8515652530320783, 0.3395658709580882, 1.4865402136299761]"
"('Cluster_4', 'Cluster_9')",2017,"[66337.0, 173347.0, 276390.0, 115263.0]","[-1.1695824098012877, 0.19829491626955922, 1.51546324923207, -0.5441757557003415]"
"('Cluster_4', 'Cluster_9')",2018,"[173347.0, 276390.0, 115263.0, 546159.0]","[-0.6316905341055922, -0.008465966523423624, -0.9829941237084053, 1.6231506243374212]"
"('Cluster_4', 'Cluster_9')",2019,"[276390.0, 115263.0, 546159.0, 103243.0]","[0.09026247703577031, -0.8116038674238879, 1.6002240717935547, -0.8788826814054371]"
"('Cluster_4', 'Cluster_9')",2020,"[115263.0, 546159.0, 103243.0, 194328.0]","[-0.6903054135684771, 1.6991330258048825, -0.7569596643419069, -0.2518679478944985]"
"('Cluster_4', 'Cluster_9')",2021,"[546159.0, 103243.0, 194328.0, 150534.0]","[1.7023918625342913, -0.8313256448877185, -0.3102705031372878, -0.560795714509285]"
"('Cluster_5', 'Cluster_6')",1987,"[0.0, 9.0, 5.0, 87.0]","[-0.7054318045908746, -0.45399076533076094, -0.5657423383352559, 1.7251649082568914]"
"('Cluster_5', 'Cluster_6')",1988,"[9.0, 5.0, 87.0, 989.0]","[-0.6349992152227227, -0.6446386720002972, -0.4470298080600192, 1.726667695283039]"
"('Cluster_5', 'Cluster_6')",1989,"[5.0, 87.0, 989.0, 2498.0]","[-0.8871578797340285, -0.8053967714022607, 0.09397542024718425, 1.598579230889105]"
"('Cluster_5', 'Cluster_6')",1990,"[87.0, 989.0, 2498.0, 1605.0]","[-1.3727514939000465, -0.34752123308626715, 1.3676367087851218, 0.3526360182011918]"
"('Cluster_5', 'Cluster_6')",1991,"[989.0, 2498.0, 1605.0, 1640.0]","[-1.2921868824703027, 1.517481713563828, -0.14523137872144612, -0.08006345237207928]"
"('Cluster_5', 'Cluster_6')",1992,"[2498.0, 1605.0, 1640.0, 2233.0]","[1.3147868339153292, -1.014785869827506, -0.923481228583386, 0.6234802644955628]"
"('Cluster_5', 'Cluster_6')",1993,"[1605.0, 1640.0, 2233.0, 2262.0]","[-1.0546064778078987, -0.9427542756161519, 0.9523416072325873, 1.0450191461914633]"
"('Cluster_5', 'Cluster_6')",1994,"[1640.0, 2233.0, 2262.0, 2954.0]","[-1.3586812376580513, -0.08434675931685015, -0.022026860713317557, 1.465054857688219]"
"('Cluster_5', 'Cluster_6')",1995,"[2233.0, 2262.0, 2954.0, 2685.0]","[-0.9964421224490357, -0.9002796547251687, 1.3943557819960717, 0.5023659951781329]"
"('Cluster_5', 'Cluster_6')",1996,"[2262.0, 2954.0, 2685.0, 3302.0]","[-1.416798574303683, 0.4030150932938087, -0.30439802315666137, 1.3181815041665357]"
"('Cluster_5', 'Cluster_6')",1997,"[2954.0, 2685.0, 3302.0, 3670.0]","[-0.5369098708566462, -1.263595431915453, 0.40318892188857586, 1.3973163808835234]"
"('Cluster_5', 'Cluster_6')",1998,"[2685.0, 3302.0, 3670.0, 3148.0]","[-1.461305895140542, 0.285184637163021, 1.326851599703882, -0.150730341726361]"
"('Cluster_5', 'Cluster_6')",1999,"[3302.0, 3670.0, 3148.0, 2718.0]","[0.2710143480615224, 1.3492119706197954, -0.18018791790036354, -1.4400384007809541]"
"('Cluster_5', 'Cluster_6')",2000,"[3670.0, 3148.0, 2718.0, 5311.0]","[-0.04247454785984937, -0.5735335654129361, -1.0109959745083905, 1.627004087781176]"
"('Cluster_5', 'Cluster_6')",2001,"[3148.0, 2718.0, 5311.0, 6437.0]","[-0.8200511601267396, -1.1009129672589564, 0.5927490464476434, 1.3282150809380526]"
"('Cluster_5', 'Cluster_6')",2002,"[2718.0, 5311.0, 6437.0, 8624.0]","[-1.4353049522688788, -0.21685815533543543, 0.31224754977334096, 1.3399155578309732]"
"('Cluster_5', 'Cluster_6')",2003,"[5311.0, 6437.0, 8624.0, 16401.0]","[-0.8968992383767656, -0.6367643829675987, -0.13151133787004282, 1.6651749592144072]"
"('Cluster_5', 'Cluster_6')",2004,"[6437.0, 8624.0, 16401.0, 22920.0]","[-1.0955627367929799, -0.7608563450396452, 0.429363869256507, 1.427055212576118]"
"('Cluster_5', 'Cluster_6')",2005,"[8624.0, 16401.0, 22920.0, 27967.0]","[-1.4283494647033426, -0.3555009243326747, 0.5438046735426479, 1.2400457154933693]"
"('Cluster_5', 'Cluster_6')",2006,"[16401.0, 22920.0, 27967.0, 21815.0]","[-1.4297820625754345, 0.15679596473283522, 1.38512228837524, -0.11213619053264079]"
"('Cluster_5', 'Cluster_6')",2007,"[22920.0, 27967.0, 21815.0, 32429.0]","[-0.7932582681188431, 0.3973073341994384, -1.0539230175861902, 1.449873951505595]"
"('Cluster_5', 'Cluster_6')",2008,"[27967.0, 21815.0, 32429.0, 30389.0]","[-0.04593386082770364, -1.5901147996912708, 1.0740491283155402, 0.5619995322034341]"
"('Cluster_5', 'Cluster_6')",2009,"[21815.0, 32429.0, 30389.0, 36968.0]","[-1.5612267468099752, 0.3689279593012128, -0.0020458112345723444, 1.1943445987433348]"
"('Cluster_5', 'Cluster_6')",2010,"[32429.0, 30389.0, 36968.0, 51751.0]","[-0.6531187137578708, -0.897353565701605, -0.10969616818306202, 1.6601684476425378]"
"('Cluster_5', 'Cluster_6')",2011,"[30389.0, 36968.0, 51751.0, 45665.0]","[-1.3247846376682708, -0.518087446172373, 1.294559549098011, 0.5483125347426328]"
"('Cluster_5', 'Cluster_6')",2012,"[36968.0, 51751.0, 45665.0, 63904.0]","[-1.2859220748443905, 0.22231229776943245, -0.3986113572212816, 1.4622211342962397]"
"('Cluster_5', 'Cluster_6')",2013,"[51751.0, 45665.0, 63904.0, 103398.0]","[-0.642151866350817, -0.913014136067771, -0.10127293702611388, 1.6564389394447019]"
"('Cluster_5', 'Cluster_6')",2014,"[45665.0, 63904.0, 103398.0, 147086.0]","[-1.1370495324682952, -0.669417857651606, 0.34317303906478863, 1.4632943510551124]"
"('Cluster_5', 'Cluster_6')",2015,"[63904.0, 103398.0, 147086.0, 280146.0]","[-1.0405215939377923, -0.5555150751812887, -0.01900409145125055, 1.6150407605703316]"
"('Cluster_5', 'Cluster_6')",2016,"[103398.0, 147086.0, 280146.0, 504812.0]","[-0.995209247561211, -0.7155360041265937, 0.13626132629389182, 1.574483925393913]"
"('Cluster_5', 'Cluster_6')",2017,"[147086.0, 280146.0, 504812.0, 914966.0]","[-1.080485545524818, -0.6235910026118218, 0.14785548301940593, 1.5562210651172337]"
"('Cluster_5', 'Cluster_6')",2018,"[280146.0, 504812.0, 914966.0, 1421125.0]","[-1.1512608049864632, -0.6340827288629844, 0.310086200277826, 1.4752573335716217]"
"('Cluster_5', 'Cluster_6')",2019,"[504812.0, 914966.0, 1421125.0, 519861.0]","[-0.8978094527589245, 0.2001726459618777, 1.5551600924000997, -0.8575232856030529]"
"('Cluster_5', 'Cluster_6')",2020,"[914966.0, 1421125.0, 519861.0, 587673.0]","[0.151734782277623, 1.5724207022617032, -0.9572450252834596, -0.7669104592558665]"
"('Cluster_5', 'Cluster_6')",2021,"[1421125.0, 519861.0, 587673.0, 5306471.0]","[-0.2736026092138784, -0.7322369293722262, -0.6977288268422485, 1.703568365428353]"
"('Cluster_5', 'Cluster_7')",1987,"[0.0, 7.0, 10.0, 156.0]","[-0.6633710625102629, -0.5560046477687175, -0.5099904700223409, 1.7293661803013212]"
"('Cluster_5', 'Cluster_7')",1988,"[7.0, 10.0, 156.0, 322.0]","[-0.9026771424163645, -0.8794820124185136, 0.24934764747689725, 1.5328115073579809]"
"('Cluster_5', 'Cluster_7')",1989,"[10.0, 156.0, 322.0, 1559.0]","[-0.8163532740421475, -0.5788095211569386, -0.30872552815046833, 1.7038883233495545]"
"('Cluster_5', 'Cluster_7')",1990,"[156.0, 322.0, 1559.0, 1445.0]","[-1.1243101737426773, -0.8630988527611736, 1.0833975572034056, 0.9040114693004453]"
"('Cluster_5', 'Cluster_7')",1991,"[322.0, 1559.0, 1445.0, 2197.0]","[-1.5682531856413882, 0.26402940291908145, 0.09516908352062262, 1.2090546992016842]"
"('Cluster_5', 'Cluster_7')",1992,"[1559.0, 1445.0, 2197.0, 3178.0]","[-0.778765472063411, -0.944475717168831, 0.14863046107043168, 1.5746107281618102]"
"('Cluster_5', 'Cluster_7')",1993,"[1445.0, 2197.0, 3178.0, 3279.0]","[-1.433655131098036, -0.43517524354469217, 0.8673630140215718, 1.0014673606211566]"
"('Cluster_5', 'Cluster_7')",1994,"[2197.0, 3178.0, 3279.0, 3729.0]","[-1.608310201973613, 0.14718610749633343, 0.32792527901158786, 1.1331988154656918]"
"('Cluster_5', 'Cluster_7')",1995,"[3178.0, 3279.0, 3729.0, 3553.0]","[-1.1757477362243134, -0.7132335342431814, 1.347473306266813, 0.5415079642006818]"
"('Cluster_5', 'Cluster_7')",1996,"[3279.0, 3729.0, 3553.0, 4288.0]","[-1.1739136900125198, 0.0453850070576104, -0.43149626112981826, 1.5600249440847276]"
"('Cluster_5', 'Cluster_7')",1997,"[3729.0, 3553.0, 4288.0, 4564.0]","[-0.7441224320710442, -1.1742227540562784, 0.6219348405979663, 1.2964103455293563]"
"('Cluster_5', 'Cluster_7')",1998,"[3553.0, 4288.0, 4564.0, 4115.0]","[-1.5610652520089379, 0.4274667414513209, 1.1741807961384385, -0.04058228558082161]"
"('Cluster_5', 'Cluster_7')",1999,"[4288.0, 4564.0, 4115.0, 3584.0]","[0.42019928002667223, 1.1920794882620236, -0.06362418383099364, -1.5486545844577022]"
"('Cluster_5', 'Cluster_7')",2000,"[4564.0, 4115.0, 3584.0, 6120.0]","[-0.03356498989204157, -0.5082320910424877, -1.0695867251424584, 1.6113838060769876]"
"('Cluster_5', 'Cluster_7')",2001,"[4115.0, 3584.0, 6120.0, 7643.0]","[-0.7720544700966923, -1.0998920739522249, 0.465825747851223, 1.4061207961976943]"
"('Cluster_5', 'Cluster_7')",2002,"[3584.0, 6120.0, 7643.0, 9675.0]","[-1.4264414053363685, -0.2858280034971661, 0.3991697137745632, 1.3130996950589715]"
"('Cluster_5', 'Cluster_7')",2003,"[6120.0, 7643.0, 9675.0, 16280.0]","[-0.9825122010026611, -0.5897136494533626, -0.06563836596802133, 1.6378642164240451]"
"('Cluster_5', 'Cluster_7')",2004,"[7643.0, 9675.0, 16280.0, 21685.0]","[-1.1129447294529513, -0.7468723422167574, 0.44304307003474896, 1.4167740016349597]"
"('Cluster_5', 'Cluster_7')",2005,"[9675.0, 16280.0, 21685.0, 27098.0]","[-1.3954275068827013, -0.3724186070591548, 0.4647294782620063, 1.3031166356798498]"
"('Cluster_5', 'Cluster_7')",2006,"[16280.0, 21685.0, 27098.0, 20927.0]","[-1.3591142080529668, 0.04884214930712626, 1.4588824383709902, -0.1486103796251495]"
"('Cluster_5', 'Cluster_7')",2007,"[21685.0, 27098.0, 20927.0, 32947.0]","[-0.8236210047692959, 0.29675607604145954, -0.980511052294615, 1.5073759810224514]"
"('Cluster_5', 'Cluster_7')",2008,"[27098.0, 20927.0, 32947.0, 30036.0]","[-0.14696348870453904, -1.5336786091872767, 1.167393461498594, 0.513248636393222]"
"('Cluster_5', 'Cluster_7')",2009,"[20927.0, 32947.0, 30036.0, 39040.0]","[-1.5024273538409343, 0.3383735016881448, -0.1074310981824999, 1.2714849503352894]"
"('Cluster_5', 'Cluster_7')",2010,"[32947.0, 30036.0, 39040.0, 58328.0]","[-0.6479336679430779, -0.9120704753347805, -0.09507019578998843, 1.6550743390678468]"
"('Cluster_5', 'Cluster_7')",2011,"[30036.0, 39040.0, 58328.0, 57987.0]","[-1.3335446809264069, -0.5974350478667187, 0.9794288573371088, 0.9515508714560167]"
"('Cluster_5', 'Cluster_7')",2012,"[39040.0, 58328.0, 57987.0, 76667.0]","[-1.4254878451331714, 0.024239794893646242, -0.001390499862116141, 1.4026385501016414]"
"('Cluster_5', 'Cluster_7')",2013,"[58328.0, 57987.0, 76667.0, 169670.0]","[-0.6993387948374292, -0.7067139155746973, -0.30270436902875086, 1.7087570794408773]"
"('Cluster_5', 'Cluster_7')",2014,"[57987.0, 76667.0, 169670.0, 339220.0]","[-0.9244217663010522, -0.7566047943722322, 0.0789135054294837, 1.6021130552438008]"
"('Cluster_5', 'Cluster_7')",2015,"[76667.0, 169670.0, 339220.0, 444279.0]","[-1.262866053166908, -0.6132226422710612, 0.5711159308651909, 1.3049727645727784]"
"('Cluster_5', 'Cluster_7')",2016,"[169670.0, 339220.0, 444279.0, 690656.0]","[-1.2774360577970032, -0.379791523143736, 0.17641984321508203, 1.4808077377256572]"
"('Cluster_5', 'Cluster_7')",2017,"[339220.0, 444279.0, 690656.0, 979646.0]","[-1.110596233568349, -0.6851211822111147, 0.31267307366645203, 1.4830443421130117]"
"('Cluster_5', 'Cluster_7')",2018,"[444279.0, 690656.0, 979646.0, 1152802.0]","[-1.3739986667499364, -0.4653784811916463, 0.6003953021748621, 1.2389818457667205]"
"('Cluster_5', 'Cluster_7')",2019,"[690656.0, 979646.0, 1152802.0, 208511.0]","[-0.18806073759535435, 0.6201101314327017, 1.1043470773388646, -1.536396471176212]"
"('Cluster_5', 'Cluster_7')",2020,"[979646.0, 1152802.0, 208511.0, 280577.0]","[0.7791820740487578, 1.1952655226612587, -1.0738089291264181, -0.9006386675835985]"
"('Cluster_5', 'Cluster_7')",2021,"[1152802.0, 208511.0, 280577.0, 1809447.0]","[0.4387261722512258, -0.9900022843488004, -0.880965192018854, 1.4322413041164286]"
"('Cluster_5', 'Cluster_8')",1987,"[0.0, 7.0, 10.0, 54.0]","[-0.8356411687461606, -0.5060925388180972, -0.3648574117060701, 1.706591119270328]"
"('Cluster_5', 'Cluster_8')",1988,"[7.0, 10.0, 54.0, 1291.0]","[-0.6073721593023539, -0.6019085416774451, -0.5217754831787837, 1.7310561841585828]"
"('Cluster_5', 'Cluster_8')",1989,"[10.0, 54.0, 1291.0, 2218.0]","[-0.9583519728153879, -0.9106106914070923, 0.4315703336397628, 1.4373923305827172]"
"('Cluster_5', 'Cluster_8')",1990,"[54.0, 1291.0, 2218.0, 2744.0]","[-1.490656067896009, -0.2797274479732619, 0.6277348241919657, 1.142648691677305]"
"('Cluster_5', 'Cluster_8')",1991,"[1291.0, 2218.0, 2744.0, 3174.0]","[-1.5175009647618518, -0.19756346128145152, 0.5513978405855287, 1.1636665854577748]"
"('Cluster_5', 'Cluster_8')",1992,"[2218.0, 2744.0, 3174.0, 3645.0]","[-1.3796986658876307, -0.3818004214642636, 0.4339719076270822, 1.327527179724812]"
"('Cluster_5', 'Cluster_8')",1993,"[2744.0, 3174.0, 3645.0, 4141.0]","[-1.3077870977114436, -0.483229250180768, 0.4199492293237627, 1.371067118568449]"
"('Cluster_5', 'Cluster_8')",1994,"[3174.0, 3645.0, 4141.0, 4489.0]","[-1.3824554855415847, -0.43637988265006794, 0.5599120473588328, 1.2589233208328197]"
"('Cluster_5', 'Cluster_8')",1995,"[3645.0, 4141.0, 4489.0, 5090.0]","[-1.3233005248359746, -0.3805973861377435, 0.2808152998844025, 1.4230826110893158]"
"('Cluster_5', 'Cluster_8')",1996,"[4141.0, 4489.0, 5090.0, 7107.0]","[-0.9280058062278451, -0.6249835021534468, -0.10166050000197131, 1.6546498083832633]"
"('Cluster_5', 'Cluster_8')",1997,"[4489.0, 5090.0, 7107.0, 7547.0]","[-1.2110354923434683, -0.7472264556071774, 0.80935062774906, 1.1489113202015857]"
"('Cluster_5', 'Cluster_8')",1998,"[5090.0, 7107.0, 7547.0, 5167.0]","[-1.0245046691261204, 0.791734326810935, 1.1879391647942292, -0.9551688224790439]"
"('Cluster_5', 'Cluster_8')",1999,"[7107.0, 7547.0, 5167.0, 4794.0]","[0.800483457562586, 1.1699696587978736, -0.8286147933384544, -1.141838323022005]"
"('Cluster_5', 'Cluster_8')",2000,"[7547.0, 5167.0, 4794.0, 7620.0]","[0.9668158961436059, -0.8521736950198582, -1.1372506351475775, 1.0226084340238297]"
