cluster_pair,start_year,weights,normalized_weights
"('Cluster_1', 'Cluster_6')",2007,"[6138.0, 7743.0, 14013.0, 6465.0]","[-0.7690474091840813, -0.26560248546002685, 1.7011262819853448, -0.6664763873412366]"
"('Cluster_1', 'Cluster_6')",2008,"[7743.0, 14013.0, 6465.0, 15203.0]","[-0.8186812476249985, 0.830252714022525, -1.1547797488986085, 1.143208282501082]"
"('Cluster_1', 'Cluster_6')",2009,"[14013.0, 6465.0, 15203.0, 18196.0]","[0.12582286095632575, -1.6207719978912087, 0.40118691527913525, 1.0937622216557477]"
"('Cluster_1', 'Cluster_6')",2010,"[6465.0, 15203.0, 18196.0, 42157.0]","[-1.0618184929891072, -0.40099194134374344, -0.1746410751186835, 1.637451509451534]"
"('Cluster_1', 'Cluster_6')",2011,"[15203.0, 18196.0, 42157.0, 34110.0]","[-1.0965035292200422, -0.8277979933003152, 1.3233725199548068, 0.6009290025655507]"
"('Cluster_1', 'Cluster_6')",2012,"[18196.0, 42157.0, 34110.0, 34137.0]","[-1.6042155712987616, 1.1504504243934863, 0.2253305517948669, 0.22843459511040845]"
"('Cluster_1', 'Cluster_6')",2013,"[42157.0, 34110.0, 34137.0, 40980.0]","[1.1509199259482932, -0.9974105412532646, -0.9902022744936719, 0.8366928897986432]"
"('Cluster_1', 'Cluster_6')",2014,"[34110.0, 34137.0, 40980.0, 109748.0]","[-0.6472349498109801, -0.6463880197258092, -0.4317382948063671, 1.7253612643431564]"
"('Cluster_1', 'Cluster_6')",2015,"[34137.0, 40980.0, 109748.0, 92738.0]","[-1.0851927220850321, -0.874608941368918, 1.241630344366249, 0.718171319087701]"
"('Cluster_1', 'Cluster_6')",2016,"[40980.0, 109748.0, 92738.0, 171029.0]","[-1.349151102858174, 0.1318972545813297, -0.2344451221061697, 1.451698970383014]"
"('Cluster_1', 'Cluster_6')",2017,"[109748.0, 92738.0, 171029.0, 248630.0]","[-0.7490521014002579, -1.0273194788348265, 0.2534466144473494, 1.522924965787735]"
"('Cluster_1', 'Cluster_6')",2018,"[92738.0, 171029.0, 248630.0, 293932.0]","[-1.419362702070349, -0.3984238347641781, 0.613517219020116, 1.204269317814411]"
"('Cluster_1', 'Cluster_6')",2019,"[171029.0, 248630.0, 293932.0, 1191379.0]","[-0.735070156464359, -0.5481774429644951, -0.4390730022102414, 1.7223206016390955]"
"('Cluster_1', 'Cluster_6')",2020,"[248630.0, 293932.0, 1191379.0, 560475.0]","[-0.8641864668360191, -0.7437172129246129, 1.6428169470469074, -0.0349132672862755]"
"('Cluster_1', 'Cluster_6')",2021,"[293932.0, 1191379.0, 560475.0, 2622993.0]","[-0.9687041361985409, 0.02682741592477128, -0.6730298885854741, 1.6149066088592436]"
"('Cluster_1', 'Cluster_7')",1987,"[0.0, 6.0, 6.0, 131.0]","[-0.6494433810863631, -0.5404458905543862, -0.5404458905543862, 1.7303351621951355]"
"('Cluster_1', 'Cluster_7')",1988,"[6.0, 6.0, 131.0, 148.0]","[-0.9959705646701605, -0.9959705646701605, 0.8691428523151589, 1.1227982770251623]"
"('Cluster_1', 'Cluster_7')",1989,"[6.0, 131.0, 148.0, 454.0]","[-1.0843955954082538, -0.32607699722066374, -0.22294566786715148, 1.633418260496069]"
"('Cluster_1', 'Cluster_7')",1990,"[131.0, 148.0, 454.0, 556.0]","[-1.0261784063625912, -0.9349625480192498, 0.7069229021608963, 1.254218052220945]"
"('Cluster_1', 'Cluster_7')",1991,"[148.0, 454.0, 556.0, 2190.0]","[-0.8661734366819688, -0.4814868305503542, -0.353257961839816, 1.700918229072139]"
"('Cluster_1', 'Cluster_7')",1992,"[454.0, 556.0, 2190.0, 3076.0]","[-1.0047406108166839, -0.9128271199617047, 0.5595909590288437, 1.357976771749545]"
"('Cluster_1', 'Cluster_7')",1993,"[556.0, 2190.0, 3076.0, 3673.0]","[-1.5474858372661822, -0.15642993953935413, 0.5978390478449602, 1.1060767289605762]"
"('Cluster_1', 'Cluster_7')",1994,"[2190.0, 3076.0, 3673.0, 4939.0]","[-1.280652305077296, -0.39385438221798824, 0.20368327009240306, 1.4708234172028811]"
"('Cluster_1', 'Cluster_7')",1995,"[3076.0, 3673.0, 4939.0, 4986.0]","[-1.3294894283321186, -0.602985823101661, 0.9376399126131784, 0.9948353388206013]"
"('Cluster_1', 'Cluster_7')",1996,"[3673.0, 4939.0, 4986.0, 5078.0]","[-1.7255415303984296, 0.46776728233692366, 0.5491934388918697, 0.7085808091696363]"
"('Cluster_1', 'Cluster_7')",1997,"[4939.0, 4986.0, 5078.0, 7300.0]","[-0.638825662665626, -0.5916724531716575, -0.49937255373665546, 1.729870669573939]"
"('Cluster_1', 'Cluster_7')",1998,"[4986.0, 5078.0, 7300.0, 4186.0]","[-0.34689977522256343, -0.26741091016533847, 1.6524179828472045, -1.0381072974593026]"
"('Cluster_1', 'Cluster_7')",1999,"[5078.0, 7300.0, 4186.0, 5082.0]","[-0.2900527790552121, 1.6424727833456314, -1.0658461191369188, -0.2865738851535004]"
"('Cluster_1', 'Cluster_7')",2000,"[7300.0, 4186.0, 5082.0, 7424.0]","[0.9293435273782473, -1.2933720980102796, -0.6538238641155719, 1.0178524347476043]"
"('Cluster_1', 'Cluster_7')",2001,"[4186.0, 5082.0, 7424.0, 3755.0]","[-0.6527639133719553, -0.02097729022178306, 1.6304114055569037, -0.9566702019631653]"
"('Cluster_1', 'Cluster_7')",2002,"[5082.0, 7424.0, 3755.0, 5102.0]","[-0.19589787499627895, 1.5772144853565147, -1.2005606000979685, -0.18075601026226706]"
"('Cluster_1', 'Cluster_7')",2003,"[7424.0, 3755.0, 5102.0, 4790.0]","[1.6078948095536516, -1.1280430716068575, -0.12359817492568939, -0.3562535630211047]"
"('Cluster_1', 'Cluster_7')",2004,"[3755.0, 5102.0, 4790.0, 5417.0]","[-1.619210165954275, 0.5381351293379193, 0.03843822352413709, 1.0426368130922186]"
"('Cluster_1', 'Cluster_7')",2005,"[5102.0, 4790.0, 5417.0, 7303.0]","[-0.5633483028961168, -0.882340445370869, -0.24128892828218432, 1.68697767654917]"
"('Cluster_1', 'Cluster_7')",2006,"[4790.0, 5417.0, 7303.0, 13369.0]","[-0.8641822929754197, -0.6792374008530242, -0.12292788483573894, 1.6663475786641828]"
"('Cluster_1', 'Cluster_7')",2007,"[5417.0, 7303.0, 13369.0, 6521.0]","[-0.8866007243429102, -0.2753307678045338, 1.6907156565654509, -0.5287841644180069]"
"('Cluster_1', 'Cluster_7')",2008,"[7303.0, 13369.0, 6521.0, 16542.0]","[-0.8676821351461844, 0.5819797341085852, -1.054565679781402, 1.3402680808190013]"
"('Cluster_1', 'Cluster_7')",2009,"[13369.0, 6521.0, 16542.0, 20186.0]","[-0.15634628815675994, -1.5193754177525487, 0.47520911899970003, 1.2005125869096087]"
"('Cluster_1', 'Cluster_7')",2010,"[6521.0, 16542.0, 20186.0, 47677.0]","[-1.0632134975407666, -0.40595662953200545, -0.16695413207427415, 1.636124259147046]"
"('Cluster_1', 'Cluster_7')",2011,"[16542.0, 20186.0, 47677.0, 44110.0]","[-1.122777575960361, -0.8602852997129358, 1.120004262942928, 0.8630586127303688]"
"('Cluster_1', 'Cluster_7')",2012,"[20186.0, 47677.0, 44110.0, 41057.0]","[-1.689967948854778, 0.8808706025641249, 0.5473003027237688, 0.2617970435668844]"
"('Cluster_1', 'Cluster_7')",2013,"[47677.0, 44110.0, 41057.0, 68877.0]","[-0.25247851689281603, -0.5795795319683358, -0.8595457217708482, 1.691603770632]"
"('Cluster_1', 'Cluster_7')",2014,"[44110.0, 41057.0, 68877.0, 253829.0]","[-0.6549637548213438, -0.6895241562069642, -0.37459773414736525, 1.7190856451756733]"
"('Cluster_1', 'Cluster_7')",2015,"[41057.0, 68877.0, 253829.0, 147017.0]","[-1.049698357353685, -0.7126336940237431, 1.5282284056239726, 0.23410364575345582]"
"('Cluster_1', 'Cluster_7')",2016,"[68877.0, 253829.0, 147017.0, 234057.0]","[-1.4522014930533758, 1.0563684862420997, -0.39236078745328257, 0.7881937942645587]"
"('Cluster_1', 'Cluster_7')",2017,"[253829.0, 147017.0, 234057.0, 273782.0]","[0.5512191270374698, -1.6574000323861957, 0.1423810000468253, 0.9637999053019006]"
"('Cluster_1', 'Cluster_7')",2018,"[147017.0, 234057.0, 273782.0, 238586.0]","[-1.6353899095763158, 0.22913474189398, 1.0801025932227657, 0.3261525744595702]"
"('Cluster_1', 'Cluster_7')",2019,"[234057.0, 273782.0, 238586.0, 385204.0]","[-0.8004308745385467, -0.1495208691436149, -0.726221399033609, 1.6761731427157707]"
"('Cluster_1', 'Cluster_7')",2020,"[273782.0, 238586.0, 385204.0, 329908.0]","[-0.593692151544094, -1.2252077755088528, 1.4055331539849816, 0.41336677306796543]"
"('Cluster_1', 'Cluster_7')",2021,"[238586.0, 385204.0, 329908.0, 594579.0]","[-1.1356586265749822, -0.01426616977483309, -0.43719184937229755, 1.5871166457221129]"
"('Cluster_1', 'Cluster_8')",1987,"[0.0, 7.0, 6.0, 41.0]","[-0.8384446269601248, -0.403695561128949, -0.4658025705334027, 1.7079427586224765]"
"('Cluster_1', 'Cluster_8')",1988,"[7.0, 6.0, 41.0, 549.0]","[-0.6240205756220755, -0.6283615883220551, -0.4764261438227672, 1.7288083077668979]"
"('Cluster_1', 'Cluster_8')",1989,"[6.0, 41.0, 549.0, 670.0]","[-1.047694346489835, -0.9295967550980662, 0.7845054285310359, 1.1927856730568653]"
"('Cluster_1', 'Cluster_8')",1990,"[41.0, 549.0, 670.0, 1067.0]","[-1.476199481880141, -0.08940459182907927, 0.24091466347835866, 1.3246894102308615]"
"('Cluster_1', 'Cluster_8')",1991,"[549.0, 670.0, 1067.0, 3260.0]","[-0.7623991704819798, -0.6522495589854789, -0.29084959399282695, 1.7054983234602856]"
"('Cluster_1', 'Cluster_8')",1992,"[670.0, 1067.0, 3260.0, 3471.0]","[-1.1497102583168015, -0.8342748937336845, 0.9081678128929537, 1.0758173391575323]"
"('Cluster_1', 'Cluster_8')",1993,"[1067.0, 3260.0, 3471.0, 4415.0]","[-1.6194989019830561, 0.1685746497092495, 0.3406145582396082, 1.1103096940341985]"
"('Cluster_1', 'Cluster_8')",1994,"[3260.0, 3471.0, 4415.0, 5706.0]","[-0.9870712088840427, -0.7685276358782368, 0.20922180922830705, 1.5463770355339723]"
"('Cluster_1', 'Cluster_8')",1995,"[3471.0, 4415.0, 5706.0, 7024.0]","[-1.25616132334749, -0.5515764812559685, 0.4120030008840252, 1.3957348037194333]"
"('Cluster_1', 'Cluster_8')",1996,"[4415.0, 5706.0, 7024.0, 8103.0]","[-1.3689999364847605, -0.4373294472903346, 0.513826017278413, 1.292503366496682]"
"('Cluster_1', 'Cluster_8')",1997,"[5706.0, 7024.0, 8103.0, 11836.0]","[-1.0785875577029167, -0.501003646660786, -0.028156120094428604, 1.6077473244581315]"
"('Cluster_1', 'Cluster_8')",1998,"[7024.0, 8103.0, 11836.0, 5213.0]","[-0.4213787362523498, 0.0243738680773418, 1.5665374194793238, -1.1695325513043158]"
"('Cluster_1', 'Cluster_8')",1999,"[8103.0, 11836.0, 5213.0, 6424.0]","[0.08371442205162809, 1.5789581422369279, -1.0738677776096406, -0.5888047866789152]"
"('Cluster_1', 'Cluster_8')",2000,"[11836.0, 5213.0, 6424.0, 8689.0]","[1.5051852086381332, -1.1213044862137589, -0.6410570121890509, 0.25717628976467644]"
"('Cluster_1', 'Cluster_8')",2001,"[5213.0, 6424.0, 8689.0, 4307.0]","[-0.575368915480507, 0.16176068689652973, 1.540454782176454, -1.1268465535924768]"
"('Cluster_1', 'Cluster_8')",2002,"[6424.0, 8689.0, 4307.0, 5473.0]","[0.12476941350001922, 1.5325040166260144, -1.1909807652274562, -0.4662926648985774]"
"('Cluster_1', 'Cluster_8')",2003,"[8689.0, 4307.0, 5473.0, 7730.0]","[1.2270096750394128, -1.2863741725813456, -0.6175915239446945, 0.6769560214866271]"
"('Cluster_1', 'Cluster_8')",2004,"[4307.0, 5473.0, 7730.0, 7242.0]","[-1.37021533408967, -0.520842086057477, 1.123270624756125, 0.7677867953910219]"
"('Cluster_1', 'Cluster_8')",2005,"[5473.0, 7730.0, 7242.0, 11204.0]","[-1.17399211304119, -0.087715511981862, -0.3225861284271221, 1.5842937534501742]"
"('Cluster_1', 'Cluster_8')",2006,"[7730.0, 7242.0, 11204.0, 23754.0]","[-0.7109727291516588, -0.7839773986573946, -0.19126325812107223, 1.6862133859301256]"
"('Cluster_1', 'Cluster_8')",2007,"[7242.0, 11204.0, 23754.0, 12246.0]","[-1.0363369291651858, -0.39170753700685845, 1.6502154492594234, -0.22217098308737912]"
"('Cluster_1', 'Cluster_8')",2008,"[11204.0, 23754.0, 12246.0, 22718.0]","[-1.086106717646249, 1.0855875875334573, -0.9057955251365079, 0.9063146552492998]"
"('Cluster_1', 'Cluster_8')",2009,"[23754.0, 12246.0, 22718.0, 24955.0]","[0.5594167920728119, -1.7108004143713105, 0.3550420070644603, 0.7963416152340381]"
"('Cluster_1', 'Cluster_8')",2010,"[12246.0, 22718.0, 24955.0, 34655.0]","[-1.4310386323169215, -0.11620322476063266, 0.16466831904221474, 1.3825735380353394]"
"('Cluster_1', 'Cluster_8')",2011,"[22718.0, 24955.0, 34655.0, 70610.0]","[-0.8071847039045514, -0.6908136032933, -0.18620936729457943, 1.6842076744924308]"
"('Cluster_1', 'Cluster_8')",2012,"[24955.0, 34655.0, 70610.0, 41772.0]","[-1.0599413360227259, -0.49011198616846435, 1.622075052389265, -0.07202173019807472]"
"('Cluster_1', 'Cluster_8')",2013,"[34655.0, 70610.0, 41772.0, 60623.0]","[-1.2010169316215065, 1.3008697298183118, -0.705788802864249, 0.6059360046674437]"
"('Cluster_1', 'Cluster_8')",2014,"[70610.0, 41772.0, 60623.0, 98389.0]","[0.1350475850396896, -1.2752374982029573, -0.35335373011199617, 1.4935436432752638]"
"('Cluster_1', 'Cluster_8')",2015,"[41772.0, 60623.0, 98389.0, 102453.0]","[-1.3327739160941323, -0.5946378712523637, 0.8841402237820765, 1.0432715635644194]"
"('Cluster_1', 'Cluster_8')",2016,"[60623.0, 98389.0, 102453.0, 154905.0]","[-1.2950427032224279, -0.1699185879255367, -0.048843959832369145, 1.5138052509803337]"
"('Cluster_1', 'Cluster_8')",2017,"[98389.0, 102453.0, 154905.0, 218800.0]","[-0.9274909943955961, -0.8441868875345102, 0.23097723969917125, 1.540700642230935]"
"('Cluster_1', 'Cluster_8')",2018,"[102453.0, 154905.0, 218800.0, 286186.0]","[-1.2795780870947213, -0.5180423419789041, 0.4096310819930159, 1.3879893470806095]"
"('Cluster_1', 'Cluster_8')",2019,"[154905.0, 218800.0, 286186.0, 399459.0]","[-1.214310309484768, -0.5085285140691335, 0.2358147376074916, 1.48702408594641]"
"('Cluster_1', 'Cluster_8')",2020,"[218800.0, 286186.0, 399459.0, 398871.0]","[-1.3880194241140353, -0.514115370882216, 0.9548801745089314, 0.9472546204873199]"
"('Cluster_1', 'Cluster_8')",2021,"[286186.0, 399459.0, 398871.0, 621485.0]","[-1.1533590208113302, -0.22227442773285241, -0.22710768668008735, 1.6027411352242702]"
"('Cluster_1', 'Cluster_9')",1987,"[0.0, 9.0, 5.0, 63.0]","[-0.7561020369185489, -0.40259978589169493, -0.5597118974591856, 1.7184137202694294]"
"('Cluster_1', 'Cluster_9')",1988,"[9.0, 5.0, 63.0, 336.0]","[-0.6914056750638895, -0.7207491519896778, -0.29526873656574587, 1.7074235636193131]"
"('Cluster_1', 'Cluster_9')",1989,"[5.0, 63.0, 336.0, 412.0]","[-1.1481140760381368, -0.8134878629214939, 0.761563105713739, 1.2000388332458918]"
"('Cluster_1', 'Cluster_9')",1990,"[63.0, 336.0, 412.0, 1022.0]","[-1.1279964490195296, -0.3488869472299494, -0.13199199435079884, 1.608875390600278]"
"('Cluster_1', 'Cluster_9')",1991,"[336.0, 412.0, 1022.0, 3893.0]","[-0.7422241662632189, -0.6899814835718509, -0.27066521460166004, 1.7028708644367296]"
"('Cluster_1', 'Cluster_9')",1992,"[412.0, 1022.0, 3893.0, 5696.0]","[-1.0916683677415464, -0.8075434805640133, 0.5297066031846714, 1.3695052451208882]"
"('Cluster_1', 'Cluster_9')",1993,"[1022.0, 3893.0, 5696.0, 8516.0]","[-1.3796417983836369, -0.3261271755604647, 0.33548441097738946, 1.370284562966712]"
"('Cluster_1', 'Cluster_9')",1994,"[3893.0, 5696.0, 8516.0, 12737.0]","[-1.1439431608058184, -0.6036603791600056, 0.24137425436256366, 1.5062292856032604]"
"('Cluster_1', 'Cluster_9')",1995,"[5696.0, 8516.0, 12737.0, 19883.0]","[-1.1250535291289352, -0.5973338098768399, 0.1925615571313497, 1.5298257818744254]"
"('Cluster_1', 'Cluster_9')",1996,"[8516.0, 12737.0, 19883.0, 21264.0]","[-1.358264971432948, -0.5489430566364385, 0.8212096093516821, 1.0859984187177043]"
"('Cluster_1', 'Cluster_9')",1997,"[12737.0, 19883.0, 21264.0, 29475.0]","[-1.3632155319174766, -0.1609646675711389, 0.07137628452266076, 1.4528039149659546]"
"('Cluster_1', 'Cluster_9')",1998,"[19883.0, 21264.0, 29475.0, 17619.0]","[-0.48661179661132387, -0.1779605663344892, 1.6571844385917158, -0.9926120756459028]"
"('Cluster_1', 'Cluster_9')",1999,"[21264.0, 29475.0, 17619.0, 24210.0]","[-0.4329041617779751, 1.4598413506602324, -1.2731254981361855, 0.24618830925392832]"
"('Cluster_1', 'Cluster_9')",2000,"[29475.0, 17619.0, 24210.0, 23496.0]","[1.374309687929528, -1.4471302532120278, 0.12136760880416612, -0.04854704352166645]"
"('Cluster_1', 'Cluster_9')",2001,"[17619.0, 24210.0, 23496.0, 9673.0]","[-0.19387401504853935, 0.936443219082308, 0.8139964727358621, -1.5565656767696308]"
"('Cluster_1', 'Cluster_9')",2002,"[24210.0, 23496.0, 9673.0, 13011.0]","[1.0379298644247934, 0.9258569837897381, -1.2438677067121777, -0.7199191415023538]"
"('Cluster_1', 'Cluster_9')",2003,"[23496.0, 9673.0, 13011.0, 11759.0]","[1.6882786070977687, -0.9014925329674227, -0.27611048380750025, -0.5106755903228456]"
"('Cluster_1', 'Cluster_9')",2004,"[9673.0, 13011.0, 11759.0, 11162.0]","[-1.4397873633062157, 1.341066227734518, 0.29803785865632787, -0.1993167230846302]"
"('Cluster_1', 'Cluster_9')",2005,"[13011.0, 11759.0, 11162.0, 17638.0]","[-0.15017687674949023, -0.6430247134214738, -0.8780328272339133, 1.6712344174048774]"
"('Cluster_1', 'Cluster_9')",2006,"[11759.0, 11162.0, 17638.0, 23802.0]","[-0.8457198807752615, -0.9622901015712976, 0.3022136670637601, 1.505796315282799]"
"('Cluster_1', 'Cluster_9')",2007,"[11162.0, 17638.0, 23802.0, 16392.0]","[-1.3535657008516957, 0.08662019887977253, 1.4574209842325783, -0.19047548226065514]"
"('Cluster_1', 'Cluster_9')",2008,"[17638.0, 23802.0, 16392.0, 40156.0]","[-0.7245896544430244, -0.07342029593787752, -0.8562179835633055, 1.6542279339442074]"
"('Cluster_1', 'Cluster_9')",2009,"[23802.0, 16392.0, 40156.0, 32098.0]","[-0.48423861420179476, -1.3167695031194975, 1.353171663444644, 0.4478364538766482]"
"('Cluster_1', 'Cluster_9')",2010,"[16392.0, 40156.0, 32098.0, 60301.0]","[-1.3174211370823377, 0.18450121274793962, -0.324777119811073, 1.457697044145471]"
"('Cluster_1', 'Cluster_9')",2011,"[40156.0, 32098.0, 60301.0, 59185.0]","[-0.6400768246171737, -1.3031105118218513, 1.01750739339452, 0.9256799430445051]"
"('Cluster_1', 'Cluster_9')",2012,"[32098.0, 60301.0, 59185.0, 88335.0]","[-1.4019308943700233, 0.016152870598738243, -0.03996107053182013, 1.4257390943031052]"
"('Cluster_1', 'Cluster_9')",2013,"[60301.0, 59185.0, 88335.0, 118538.0]","[-0.8753587363628249, -0.9212468392237685, 0.2773536969738169, 1.5192518786127764]"
"('Cluster_1', 'Cluster_9')",2014,"[59185.0, 88335.0, 118538.0, 326049.0]","[-0.8469047421855057, -0.5690255554888514, -0.28110840022987876, 1.697038697904236]"
"('Cluster_1', 'Cluster_9')",2015,"[88335.0, 118538.0, 326049.0, 340117.0]","[-1.1256114782039501, -0.8639458334657929, 0.9338391417108376, 1.0557181699589056]"
"('Cluster_1', 'Cluster_9')",2016,"[118538.0, 326049.0, 340117.0, 549176.0]","[-1.4109145407133705, -0.048714927542822486, 0.0436340282141411, 1.415995440042052]"
"('Cluster_1', 'Cluster_9')",2017,"[326049.0, 340117.0, 549176.0, 221205.0]","[-0.2781646442845178, -0.1598966987217462, 1.5976365989330357, -1.1595752559267716]"
"('Cluster_1', 'Cluster_9')",2018,"[340117.0, 549176.0, 221205.0, 602572.0]","[-0.5700601168680409, 0.7819026964151028, -1.339051655396041, 1.127209075848979]"
"('Cluster_1', 'Cluster_9')",2019,"[549176.0, 221205.0, 602572.0, 115079.0]","[0.851163706736833, -0.7244990092287242, 1.1076927485780228, -1.2343574460861315]"
"('Cluster_1', 'Cluster_9')",2020,"[221205.0, 602572.0, 115079.0, 116487.0]","[-0.21288790409921332, 1.6915688864241691, -0.7428561010094978, -0.735824881315458]"
"('Cluster_1', 'Cluster_9')",2021,"[602572.0, 115079.0, 116487.0, 230787.0]","[1.6835369726636655, -0.7565851041727817, -0.7495374298796417, -0.1774144386112421]"
"('Cluster_2', 'Cluster_3')",1987,"[2.0, 3.0, 11.0, 140.0]","[-0.6333815289161512, -0.6162631092157146, -0.4793157516122225, 1.7289603897440882]"
"('Cluster_2', 'Cluster_3')",1988,"[3.0, 11.0, 140.0, 702.0]","[-0.735332255951953, -0.7074523599916893, -0.2578890376324385, 1.7006736535760807]"
"('Cluster_2', 'Cluster_3')",1989,"[11.0, 140.0, 702.0, 1099.0]","[-1.088775807069235, -0.7943270038995677, 0.48846545642099853, 1.3946373545478044]"
"('Cluster_2', 'Cluster_3')",1990,"[140.0, 702.0, 1099.0, 1326.0]","[-1.5037415387197992, -0.2549750152465415, 0.6271607673493363, 1.1315557866170045]"
"('Cluster_2', 'Cluster_3')",1991,"[702.0, 1099.0, 1326.0, 1343.0]","[-1.6073019906412023, -0.07156458923432549, 0.8065522624517224, 0.8723143174238053]"
"('Cluster_2', 'Cluster_3')",1992,"[1099.0, 1326.0, 1343.0, 1494.0]","[-1.534718168683822, 0.07443205898928468, 0.19494110687669797, 1.2653450028178395]"
"('Cluster_2', 'Cluster_3')",1993,"[1326.0, 1343.0, 1494.0, 1692.0]","[-0.9363560693531817, -0.8207985145146766, 0.2056244725802813, 1.551530111287577]"
"('Cluster_2', 'Cluster_3')",1994,"[1343.0, 1494.0, 1692.0, 1796.0]","[-1.3599930099447863, -0.49804570878355764, 0.6321898251894442, 1.2258488935388998]"
"('Cluster_2', 'Cluster_3')",1995,"[1494.0, 1692.0, 1796.0, 1903.0]","[-1.5056707405343173, -0.19379920422718935, 0.4952646330250394, 1.204205311736467]"
"('Cluster_2', 'Cluster_3')",1996,"[1692.0, 1796.0, 1903.0, 1853.0]","[-1.5170009715461807, -0.19121860985876227, 1.1728074738004086, 0.5354121076045344]"
"('Cluster_2', 'Cluster_3')",1997,"[1796.0, 1903.0, 1853.0, 1757.0]","[-0.5632516680621464, 1.365322043382643, 0.46411937448320867, -1.2661897498037051]"
"('Cluster_2', 'Cluster_3')",1998,"[1903.0, 1853.0, 1757.0, 2509.0]","[-0.34699590442800077, -0.516262199270928, -0.8412534853693482, 1.704511589068277]"
"('Cluster_2', 'Cluster_3')",1999,"[1853.0, 1757.0, 2509.0, 2203.0]","[-0.7636259973036328, -1.0858593851768141, 1.4383021531631062, 0.4111832293173407]"
"('Cluster_2', 'Cluster_3')",2000,"[1757.0, 2509.0, 2203.0, 2546.0]","[-1.5710602775892915, 0.8072735497829223, -0.16050590656800512, 0.9242926343743743]"
